OID_,fd_id,bid,cbfips,st_damcat,occtype,bldgtype,number_of_story,sqft,foundation,FFE,med_yr_blt,BRV,val_cont,val_vehic,ftprntid,ftprntsrc,source,students,pop2amu65,pop2amo65,pop2pmu65,pop2pmo65,o65disable,u65disable,y_column,x_column,flood_zone,grnd_elv_m,DEM,R10,R50,R100,R500
8551832,485736287,76X6MGH5+5MR-3-4-4-3,4.82E+14,RES,RES1-1SNB,W,1,2001,no_basement,0.5,1964,234063.459,117031.729,27000,48201_61377,Bing,P,0,2,0,1,0,0.24,0.03,29.67797622,-95.49084659,A/AE,16.80224228,55.12546856,55.45963,57.12374,57.86629,59.3346
8551834,485736291,76X6MGH5+4R7-4-4-5-4,4.82E+14,RES,RES1-2SNB,W,2,5322,no_basement,1.5,1964,442216.464,221108.232,27000,48201_61380,Bing,P,0,2,0,1,0,0.24,0.03,29.67777851,-95.49045034,A/AE,16.68550301,54.74246568,55.39798,57.08348,57.83313,59.30865
8551838,485736299,76X6MGH5+7RP-4-4-3-4,4.82E+14,RES,RES1-1SNB,W,1,1781,no_basement,0.5,1964,217198.357,108599.178,27000,48201_61386,Bing,P,0,2,1,1,1,0.24,0.03,29.67821575,-95.49042517,A/AE,16.7715435,55.02475079,55.39954,57.08449,57.83396,59.3093
8551840,485736303,76X6MGH5+6VX-3-2-2-3,4.82E+14,RES,RES1-3SNB,W,2,2197,no_basement,0.5,1964,265476.542,132738.271,27000,48201_61388,Bing,P,0,2,0,1,0,0.24,0.03,29.6781207,-95.49026926,A/AE,16.89699173,55.43632635,55.38396,57.07432,57.82559,59.30274
8551844,485736310,76X6MGH5+7GJ-4-4-3-4,4.82E+14,RES,RES1-1SNB,W,1,2413,no_basement,0.5,1964,261739.125,130869.562,27000,48201_61392,Bing,P,0,2,0,1,0,0.24,0.03,29.67822463,-95.49123076,A/AE,16.91086006,55.48182612,55.52054,57.16351,57.89904,59.36024
8551846,485736312,76X6MGH5+6HX-5-4-5-4,4.82E+14,RES,RES1-1SNB,W,1,2642,no_basement,0.5,1964,276303.831,138151.915,27000,48201_61393,Bing,P,0,2,0,1,0,0.24,0.03,29.67811062,-95.49101921,A/AE,16.73442459,54.90296958,55.49046,57.14387,57.88287,59.34757
8551848,485736316,76X6MGH5+F62-4-4-3-4,4.82E+14,RES,RES1-1SNB,W,1,2028,no_basement,0.5,1964,236085.166,118042.583,27000,48201_61395,Bing,P,0,2,0,1,0,0.24,0.03,29.67864194,-95.49198653,A/AE,16.92933655,55.54244452,55.62898,57.23432,57.95736,59.40588
8551849,485736318,76X6MGH5+8QC-4-4-4-3,4.82E+14,RES,RES1-1SNB,W,1,1912,no_basement,0.5,1964,227502.516,113751.258,27000,48201_61396,Bing,P,0,2,0,1,0,0.24,0.03,29.67830842,-95.49059915,A/AE,16.88902664,55.41019417,55.43036,57.10462,57.85054,59.32227
8551850,485736319,76X6MGH5+8CG-5-4-5-4,4.82E+14,RES,RES1-1SNB,W,1,2872,no_basement,0.5,1964,290309.847,145154.923,27000,48201_61397,Bing,P,0,2,0,1,0,0.24,0.03,29.67831217,-95.49142094,A/AE,16.8467865,55.27161102,55.54691,57.18073,57.91323,59.37134
8551851,485736325,76X6MGH5+97V-3-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,1825,no_basement,0.5,1964,220745.977,110372.988,27000,48201_61398,Bing,P,0,2,0,1,0,0.24,0.03,29.678496,-95.491837,A/AE,16.91672707,55.50107483,55.61138,57.22282,57.9479,59.39848
8551854,485736331,76X6MGH5+5P5-3-4-4-4,4.82E+14,RES,RES1-1SNB,W,1,2165,no_basement,0.5,1964,245877.09,122938.545,27000,48201_61402,Bing,P,0,2,0,1,0,0.24,0.03,29.67787785,-95.49063988,A/AE,16.87457085,55.36276702,55.42881,57.10361,57.84971,59.32162
8551880,485736336,76X6MGH5+Q2X-4-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,2152,no_basement,0.5,1964,244981.39,122490.695,27000,48201_61406,Bing,P,0,2,1,1,1,0.24,0.03,29.67949399,-95.49238482,A/AE,16.97698975,55.69878704,55.66443,57.22464,57.9381,59.3756
8577118,485761606,76X6MGGF+345-3-2-4-2,4.82E+14,RES,RES1-1SNB,W,1,2088,no_basement,0.5,1964,258688.316,129344.158,27000,48201_64791,Bing,P,0,2,0,1,0,0.24,0.03,29.67513059,-95.47714225,A/AE,16.19199181,53.1233344,54.51936,56.00104,56.81704,58.31713
8577119,485761607,76X6MGGF+44Q-4-2-3-3,4.82E+14,RES,RES1-1SNB,W,1,2177,no_basement,0.5,1964,264961.827,132480.913,27000,48201_64792,Bing,P,0,2,0,1,0,0.24,0.03,29.67533669,-95.4771445,A/AE,16.02788925,52.58494017,54.51897,56.00068,56.81673,58.31687
8577120,485761608,76X6MGGC+4XV-3-5-4-4,4.82E+14,RES,RES1-2SNB,M,2,4261,no_basement,0.5,1964,405446.585,202723.292,27000,48201_64793,Bing,P,0,2,0,1,0,0.24,0.03,29.67535175,-95.47757702,A/AE,15.97149563,52.39992172,54.53595,56.01639,56.83033,58.32828
8577121,485761609,76X6MGFC+XXF-4-3-3-3,4.82E+14,RES,RES1-2SNB,W,2,2826,no_basement,1.5,1964,306190.786,153095.393,27000,48201_64794,Bing,P,0,3,1,2,1,0.24,0.03,29.67494657,-95.47758597,A/AE,16.1402626,52.95361916,54.53569,56.01614,56.83012,58.32811
8577122,485761610,76X6MGFC+VXV-4-6-3-4,4.82E+14,RES,RES1-1SNB,W,1,2757,no_basement,0.5,1964,303755.973,151877.986,27000,48201_64795,Bing,P,0,2,0,1,0,0.24,0.03,29.67473625,-95.47757208,A/AE,16.48737144,54.09242773,54.53554,56.016,56.82999,58.328
8577124,485761612,76X6MGGC+3H4-4-5-4-4,4.82E+14,RES,RES1-1SNB,W,1,2375,no_basement,0.5,1964,277524.628,138762.314,27000,48201_64797,Bing,P,0,3,1,2,1,0.24,0.03,29.67513286,-95.47854345,A/AE,16.11532211,52.8717934,54.57803,56.06294,56.87357,58.36755
8577125,485761613,76X6MGFF+W44-3-2-4-3,4.82E+14,RES,RES1-1SNB,W,1,2282,no_basement,0.5,1964,271863.463,135931.731,27000,48201_64798,Bing,P,0,3,0,2,0,0.24,0.03,29.67475231,-95.47718076,A/AE,16.15843582,53.01324258,54.52013,56.00175,56.81766,58.31765
8577126,485761614,76X6MGFC+XP9-4-3-3-4,4.82E+14,RES,RES1-1SNB,W,1,2491,no_basement,0.5,1964,285702.123,142851.061,27000,48201_64803,Bing,P,0,2,0,1,0,0.24,0.03,29.67491974,-95.47814936,A/AE,16.19877434,53.1455868,54.55645,56.0389,56.85118,58.34716
8577127,485761615,76X6MGGC+5H9-6-4-6-3,4.82E+14,RES,RES1-1SNB,W,1,3015,no_basement,0.5,1964,321417.285,160708.642,27000,48201_64804,Bing,P,0,2,0,1,0,0.24,0.03,29.67541403,-95.47851687,A/AE,16.07950974,52.75429872,54.57877,56.06377,56.87435,58.36825
8577129,485761616,76X6MGGC+3X4-3-5-4-3,4.82E+14,RES,RES1-1SNB,W,1,2090,no_basement,1.5,1964,258833.562,129416.781,27000,48201_64805,Bing,P,0,3,1,2,1,0.24,0.03,29.675138,-95.47754515,A/AE,16.18373489,53.09624479,54.53579,56.01624,56.8302,58.32818
8577130,485761617,76X6MGFF+X4H-3-2-3-2,4.82E+14,RES,RES1-1SNB,W,1,2036,no_basement,0.5,1964,254843.033,127421.516,27000,48201_64807,Bing,P,0,3,1,2,1,0.24,0.03,29.6749371,-95.47713725,A/AE,16.27101135,53.38258489,54.51974,56.0014,56.81735,58.3174
8577131,485761618,76X6MGFC+XHC-3-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,2239,no_basement,0.5,1964,269102.479,134551.239,27000,48201_64808,Bing,P,0,3,1,2,1,0.24,0.03,29.6749478,-95.47861846,A/AE,16.03820419,52.61878184,54.58275,56.06821,56.87848,58.37201
8577132,485761619,76X6MGFC+VHR-2-3-1-2,4.82E+14,RES,RES1-3SNB,M,2,3366,no_basement,0.5,1964,364082.471,182041.235,27000,48201_64810,Bing,P,0,2,0,1,0,0.24,0.03,29.67474695,-95.47859828,A/AE,16.21075058,53.18487893,54.57678,56.06155,56.87228,58.36637
8577133,485761620,76X6MGFC+VPX-3-3-3-5,4.82E+14,RES,RES1-2SNB,M,2,3244,no_basement,0.5,1964,334376.883,167188.441,27000,48201_64811,Bing,P,0,3,1,2,1,0.24,0.03,29.67473013,-95.47813434,A/AE,16.17275429,53.06021918,54.55595,56.03833,56.85066,58.34668
8577134,485761621,76X6MGGC+4PM-4-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,2241,no_basement,0.5,1964,269232.908,134616.454,27000,48201_64813,Bing,P,0,3,1,2,1,0.24,0.03,29.6753459,-95.47819093,A/AE,15.92391396,52.24381386,54.56286,56.04604,56.85783,58.35321
8577135,485761622,76X6MGGC+2MG-2-2-1-2,4.82E+14,RES,RES1-3SNB,W,2,2389,no_basement,0.5,1964,292121.186,146060.593,27000,48201_64814,Bing,P,0,3,1,2,1,0.24,0.03,29.67507095,-95.47830827,A/AE,16.17702103,53.07421766,54.56733,56.05103,56.86247,58.35744
8577201,485761688,76X6MC4G+PCC-3-3-4-4,4.82E+14,RES,RES1-1SNB,W,1,1557,no_basement,0.5,1979,121136.172,60568.0862,27000,48201_64916,Bing,P,0,3,1,2,1,0.24,0.03,29.65680572,-95.57398547,A/AE,23.07066154,75.69114922,75.7271,77.10599,77.5696,78.68118
8577202,485761689,76X6MC4H+F6G-4-4-3-4,4.82E+14,RES,RES1-1SNB,W,1,2014,no_basement,0.5,1979,169833.079,84916.5397,27000,48201_64917,Bing,P,0,3,0,1,0,0.24,0.03,29.65619719,-95.57192555,A/AE,22.96109962,75.33169409,75.53559,76.91565,77.37237,78.46626
8577203,485761690,76X6MC4G+JQ6-4-4-3-4,4.82E+14,RES,RES1-1SNB,W,1,2962,no_basement,0.5,1979,187319.599,93659.7995,27000,48201_64918,Bing,P,0,3,0,1,0,0.24,0.03,29.65654995,-95.57311527,A/AE,23.06197548,75.66265163,75.64756,77.02458,77.48496,78.58793
8577213,485761700,76X6MC4G+MFW-4-4-3-3,4.82E+14,RES,RES1-1SNB,W,1,1590,no_basement,0.5,1979,122713.497,61356.7485,27000,48201_64928,Bing,P,0,3,1,2,1,0.24,0.03,29.656747,-95.573782,A/AE,23.00477791,75.47499555,75.70124,77.07887,77.54134,78.64977
8577217,485761703,76X6MC4G+GXX-4-3-3-4,4.82E+14,RES,RES1-1SNB,W,1,1632,no_basement,0.5,1979,125055.747,62527.8735,27000,48201_64930,Bing,P,0,3,0,1,0,0.24,0.03,29.65637334,-95.57252749,A/AE,22.81046486,74.83748553,75.59297,76.97148,77.43007,78.52861
8577220,485761706,76X6MC4G+Q83-4-4-3-4,4.82E+14,RES,RES1-1SNB,W,1,1761,no_basement,0.5,1979,132368.66,66184.3304,27000,48201_64933,Bing,P,0,3,1,2,1,0.24,0.03,29.65689844,-95.57420315,A/AE,23.04395485,75.60352883,75.74507,77.12484,77.58926,78.70303
8577221,485761707,76X6MC4G+HWF-3-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,1590,no_basement,0.5,1979,141975.615,70987.8078,27000,48201_64934,Bing,P,0,3,0,1,0,0.24,0.03,29.6564313,-95.57271259,A/AE,22.93452454,75.24450548,75.61265,76.99062,77.44985,78.54999
8577222,485761708,76X6MC4H+G45-4-4-3-3,4.82E+14,RES,RES1-1SNB,W,1,1761,no_basement,0.5,1979,153635.905,76817.9528,27000,48201_64935,Bing,P,0,3,1,2,1,0.24,0.03,29.65627418,-95.57213073,A/AE,22.9060154,75.15097155,75.55527,76.93478,77.39215,78.48763
8577223,485761709,76X6MC4H+G3F-3-3-3-4,4.82E+14,RES,RES1-1SNB,W,1,1557,no_basement,0.5,1979,121136.172,60568.0862,27000,48201_64936,Bing,P,0,3,0,1,0,0.24,0.03,29.65630417,-95.57233617,A/AE,22.92326927,75.20757876,75.5733,76.95233,77.41029,78.50723
8604677,485789128,76X6PJ6X+9GW-3-2-3-3,4.82E+14,RES,RES1-2SNB,W,2,1944,no_basement,0.5,1960,234068.673,117034.336,27000,48201_71709,NGA,P,0,9,2,6,2,0.24,0.03,29.7109866,-95.35118606,A/AE,9.437951088,30.96440745,31.25097,34.02676,35.33281,37.50746
9677923,486862911,76X6PPG2+RFG-3-5-4-4,4.82E+14,RES,RES1-1SNB,W,1,2574,no_basement,1.5,1953,197831.23,98915.6153,27000,48201_756742,Bing,P,0,2,1,1,1,0.24,0.03,29.7270578,-95.29878586,A/AE,4.422965527,14.51104222,14.94008,17.62112,18.8711,21.9529
9691406,486876342,76X6PMHX+VMJ-2-2-2-2,4.82E+14,RES,RES1-2SNB,W,2,1208,no_basement,1.5,1955,108321.649,54160.8249,27000,48201_764772,NGA,P,0,3,1,2,1,0.24,0.03,29.72970632,-95.30086529,A/AE,4.717125416,15.47613375,15.83215,18.78865,20.18203,23.14732
9693035,486877964,76X6PPF8+H5Q-2-2-3-2,4.82E+14,RES,RES1-1SNB,C,1,888,no_basement,1.5,1948,86866.007,43433.0035,27000,48201_766143,NGA,P,0,3,1,2,1,0.24,0.03,29.72395965,-95.28452346,A/AE,2.715221405,8.908206994,11.7982,14.37121,15.52962,18.35282
9773024,486958200,76X6PM8R+X89-4-4-3-4,4.82E+14,RES,RES1-2SNB,W,2,2526,no_basement,1.5,1950,272361.352,136180.676,27000,48201_821384,NGA,P,0,2,0,1,0,0.24,0.03,29.71742024,-95.30914879,A/AE,4.707454681,15.44440562,20.25636,23.06683,24.43417,27.29239
9773025,486958201,76X6PM8R+MH2-1-3-2-2,4.82E+14,RES,RES1-1SNB,W,1,776.902,no_basement,1.5,1950,137355.972,68677.986,27000,48201_821386,NGA,P,0,2,1,1,1,0.24,0.03,29.71662847,-95.30860337,A/AE,5.184096336,17.00819062,20.46007,23.24673,24.60264,27.45535
9773033,486958209,76X6PM8R+WCQ-2-2-3-2,4.82E+14,RES,RES1-2SNB,W,2,1540,no_basement,1.5,1950,145880.196,72940.098,27000,48201_821397,NGA,P,0,2,0,1,0,0.24,0.03,29.71733066,-95.30889527,A/AE,4.727448463,15.51000202,20.27714,23.08518,24.45136,27.30902
9773040,486958216,76X6PM9R+26W-4-3-4-3,4.82E+14,RES,RES1-1SWB,M,1,1488,basement,2,1950,153151.697,76575.8488,27000,48201_821406,NGA,P,0,2,0,1,0,0.24,0.03,29.71761448,-95.30942679,A/AE,5.006632805,16.42596117,20.21222,23.02785,24.39766,27.25708
9952175,487137454,76X6PJ4J+PQQ-3-3-2-2,4.82E+14,RES,RES1-2SNB,M,2,2592,no_basement,0.5,1948,292918.436,146459.218,27000,48201_985121,NGA,P,0,3,1,1,1,0.24,0.03,29.70684735,-95.36800536,A/AE,9.210916519,30.21954335,32.27827,34.87513,36.10585,38.40043
10130177,487315507,76X6MGJX+RP7-3-3-2-2,4.82E+14,RES,RES1-1SNB,W,1,4724,no_basement,1.5,1971,313779.417,156889.708,27000,48201_1213358,NGA,P,0,3,1,1,1,0.24,0.03,29.68203966,-95.4507036,A/AE,14.64673996,48.05361033,48.17094,50.73704,52.5822,53.95254
10130189,487315519,76X6MGMX+3HF-5-7-5-7,4.82E+14,RES,RES1-2SNB,W,2,9697,no_basement,1.5,1971,592862.943,296431.471,27000,48201_1213375,NGA,P,0,3,1,1,1,0.24,0.03,29.68268251,-95.45107549,A/AE,14.74090767,48.36255952,48.18447,50.73203,52.56384,53.92684
10130191,487315521,76X6MGMX+5Q8-5-4-6-4,4.82E+14,RES,RES1-1SNB,W,1,4066,no_basement,1.5,1971,270073.478,135036.739,27000,48201_1213377,NGA,P,0,2,0,1,0,0.24,0.03,29.68290826,-95.45053525,A/AE,14.52358913,47.64957218,48.16759,50.73828,52.58674,53.9589
10130194,487315524,76X6MGMX+6VH-5-4-7-5,4.82E+14,RES,RES1-1SNB,W,1,3953,no_basement,0.5,1971,263794.803,131897.401,27000,48201_1213380,NGA,P,0,3,1,1,1,0.24,0.03,29.68305408,-95.45028048,A/AE,14.52654648,47.65927475,48.10368,50.63655,52.51731,53.93093
10130195,487315525,76X6MGMX+7X9-5-5-5-5,4.82E+14,RES,RES1-2SNB,W,2,6052,no_basement,0.5,1971,370012.017,185006.008,27000,48201_1213381,NGA,P,0,3,0,1,0,0.24,0.03,29.68316155,-95.450022,A/AE,14.25784492,46.77770794,47.97192,50.36876,52.30192,53.80415
10147883,487333226,76X6MGMR+J46-4-3-4-4,4.82E+14,RES,RES1-1SNB,W,1,4680,no_basement,1.5,1959,336997.065,168498.532,27000,48201_1245002,Bing,P,0,2,1,1,1,0.24,0.03,29.68403818,-95.45974895,A/AE,15.28320789,50.14175978,51.356,53.58951,55.10916,56.51954
10147884,487333227,76X6MGJQ+XMX-3-2-2-2,4.82E+14,RES,RES1-3SNB,W,2,3321,no_basement,0.5,1959,361048.076,180524.038,27000,48201_1245004,Bing,P,0,2,0,0,0,0.24,0.03,29.682494,-95.460764,A/AE,14.93656254,49.00447184,51.44056,53.62274,55.1258,56.52721
10147885,487333228,76X6MGJQ+WHW-5-5-4-4,4.82E+14,RES,RES1-1SNB,M,1,4317,no_basement,1.5,1959,364085.324,182042.662,27000,48201_1245005,Bing,P,0,3,1,1,1,0.24,0.03,29.68237448,-95.4610453,A/AE,15.26883316,50.09459859,51.46448,53.63214,55.13051,56.52938
10147886,487333229,76X6MGJQ+C43-5-6-5-4,4.82E+14,RES,RES1-1SWB,W,1,2385,basement,2,1959,323180.545,161590.272,27000,48201_1245006,Bing,P,0,2,0,0,0,0.24,0.03,29.68102107,-95.46218841,A/AE,15.3594923,50.39203672,51.43525,53.56511,55.06843,56.46204
10147887,487333230,76X6MGMR+443-3-5-1-3,4.82E+14,RES,RES1-1SWB,W,1,2402,basement,2,1959,375197.41,187598.705,27000,48201_1245007,Bing,P,0,2,0,1,0,0.24,0.03,29.68275879,-95.45969695,A/AE,14.83339691,48.66600192,51.36026,53.59118,55.11,56.51992
10147888,487333231,76X6MGMQ+HQR-5-4-3-3,4.82E+14,RES,RES1-2SNB,W,2,5628,no_basement,1.5,1959,479430.905,239715.452,27000,48201_1245008,Bing,P,0,2,0,0,0,0.24,0.03,29.68399824,-95.46061044,A/AE,15.39155006,50.49721311,51.4292,53.61828,55.12357,56.52618
10147889,487333232,76X6MGJQ+J4P-5-5-5-4,4.82E+14,RES,RES1-1SNB,W,1,3039,no_basement,0.5,1959,323012.419,161506.209,27000,48201_1245009,Bing,P,0,2,0,1,0,0.24,0.03,29.681587,-95.462161,A/AE,15.43217754,50.63050537,51.43834,53.57076,55.07354,56.46749
10147890,487333233,76X6MGMQ+QXG-3-3-2-3,4.82E+14,RES,RES1-1SNB,C,1,1367,no_basement,0.5,1959,199799.998,99899.9991,27000,48201_1245010,Bing,P,0,2,0,1,0,0.24,0.03,29.68444167,-95.46005841,A/AE,15.64805317,51.33875876,51.38823,53.60217,55.1155,56.52246
10147891,487333234,76X6MGJQ+RPF-3-4-3-3,4.82E+14,RES,RES1-1SWB,W,1,2402,basement,2,1959,375197.41,187598.705,27000,48201_1245011,Bing,P,0,2,0,1,0,0.24,0.03,29.68206557,-95.46069374,A/AE,14.88538074,48.83655256,51.43361,53.62001,55.12443,56.52658
10147892,487333235,76X6MGJQ+G7X-4-5-5-5,4.82E+14,RES,RES1-1SNB,W,1,3088,no_basement,0.5,1959,326221.903,163110.951,27000,48201_1245012,Bing,P,0,2,0,1,0,0.24,0.03,29.68136275,-95.46176209,A/AE,15.27300358,50.10828106,51.44941,53.591,55.09183,56.487
10147893,487333236,76X6MGJQ+PF9-6-5-4-4,4.82E+14,RES,RES1-1SNB,W,1,2582.04,no_basement,1.5,1959,292151.667,146075.833,27000,48201_1245013,Bing,P,0,2,0,1,0,0.24,0.03,29.68178809,-95.46125672,A/AE,15.24033833,50.00111159,51.46949,53.62771,55.125,56.52238
10147894,487333237,76X6MGMQ+JV5-3-2-3-1,4.82E+14,RES,RES1-2SNB,W,2,2764,no_basement,1.5,1959,302487.881,151243.94,27000,48201_1245014,Bing,P,0,2,0,1,0,0.24,0.03,29.68400987,-95.4602508,A/AE,15.40410709,50.53841072,51.40526,53.60887,55.11885,56.52401
10147895,487333238,76X6MGJQ+R9P-6-6-6-5,4.82E+14,RES,RES1-2SNB,W,2,5971,no_basement,0.5,1959,500920.6,250460.3,27000,48201_1245016,Bing,P,0,2,0,1,0,0.24,0.03,29.6820898,-95.46154332,A/AE,15.6668787,51.40052231,51.45893,53.60841,55.10757,56.50379
10147897,487333240,76X6MGJQ+VXX-4-4-4-5,4.82E+14,RES,RES1-1SNB,W,1,2743,no_basement,0.5,1959,302865.687,151432.843,27000,48201_1245017,Bing,P,0,2,0,1,0,0.24,0.03,29.68223706,-95.46002113,A/AE,14.94454098,49.03064782,51.38536,53.60105,55.11494,56.5222
10147898,487333241,76X6MGMQ+QQH-3-3-4-4,4.82E+14,RES,RES1-1SNB,W,1,1725,no_basement,0.5,1959,229482.787,114741.393,27000,48201_1245018,Bing,P,0,3,1,1,1,0.24,0.03,29.68443358,-95.46051148,A/AE,15.64168549,51.31786741,51.4202,53.61474,55.1218,56.52537
10147899,487333242,76X6MGJQ+F6J-4-5-5-5,4.82E+14,RES,RES1-1SNB,W,1,4013,no_basement,0.5,1959,379883.59,189941.795,27000,48201_1245019,Bing,P,0,2,0,1,0,0.24,0.03,29.68121199,-95.46198359,A/AE,15.46962166,50.75335352,51.44267,53.57868,55.0807,56.47512
10147900,487333243,76X6MGMQ+QVG-3-3-3-3,4.82E+14,RES,RES1-1SNB,C,1,1620,no_basement,0.5,1959,219366.014,109683.007,27000,48201_1245022,Bing,P,0,2,0,1,0,0.24,0.03,29.68443783,-95.46030083,A/AE,15.56108189,51.0534199,51.40426,53.60847,55.11866,56.52392
10147901,487333244,76X6MGJR+W4F-5-5-5-5,4.82E+14,RES,RES1-1SNB,W,1,2396,no_basement,0.5,1959,278744.228,139372.114,27000,48201_1245023,Bing,P,0,2,1,1,1,0.24,0.03,29.68231903,-95.45970476,A/AE,14.90641212,48.90555315,51.35329,53.58844,55.10862,56.51929
10147902,487333245,76X6MGJQ+P63-6-4-8-5,4.82E+14,RES,RES1-1SWB,W,1,2948,basement,2,1959,368062.127,184031.063,27000,48201_1245024,Bing,P,0,3,1,1,1,0.24,0.03,29.68175123,-95.46195956,A/AE,15.48080444,50.79004245,51.44499,53.58292,55.08453,56.47921
10147904,487333246,76X6MGJQ+G24-2-2-2-2,4.82E+14,RES,RES1-3SNB,W,2,3051,no_basement,0.5,1959,343085.267,171542.633,27000,48201_1245025,Bing,P,0,2,0,0,0,0.24,0.03,29.68126683,-95.462416,A/AE,15.46011543,50.72216512,51.43073,53.55683,55.06095,56.45406
10147905,487333247,76X6MGJQ+QJC-3-5-4-6,4.82E+14,RES,RES1-1SNB,W,1,3648,no_basement,1.5,1959,361480.845,180740.422,27000,48201_1245026,Bing,P,0,3,1,1,1,0.24,0.03,29.68193742,-95.46098861,A/AE,15.12629986,49.62696963,51.45766,53.62946,55.12917,56.52876
10147906,487333248,76X6MGMQ+JX9-4-4-4-3,4.82E+14,RES,RES1-1SNB,W,1,4941,no_basement,1.5,1959,335652.012,167826.006,27000,48201_1245027,Bing,P,0,3,1,1,1,0.24,0.03,29.68404028,-95.46000521,A/AE,15.41980934,50.58992728,51.38106,53.59936,55.11409,56.52181
10147907,487333249,76X6MGMR+322-4-2-4-4,4.82E+14,RES,RES1-1SNB,M,1,3063,no_basement,0.5,1959,324592.337,162296.168,27000,48201_1245028,Bing,P,0,2,0,0,0,0.24,0.03,29.68263926,-95.45999985,A/AE,14.59514332,47.88433,51.38435,53.60065,55.11473,56.52211
10147908,487333250,76X6MGMQ+3V4-4-4-6-4,4.82E+14,RES,RES1-1SNB,M,1,2313,no_basement,0.5,1959,273797.667,136898.833,27000,48201_1245029,Bing,P,0,3,1,1,1,0.24,0.03,29.68263313,-95.46030117,A/AE,14.65928745,48.09477665,51.40849,53.61014,55.11949,56.5243
10147910,487333252,76X6MGMQ+QM5-3-3-4-3,4.82E+14,RES,RES1-1SNB,C,1,1439,no_basement,0.5,1959,205126.218,102563.109,27000,48201_1245031,Bing,P,0,3,1,1,1,0.24,0.03,29.68438775,-95.46077698,A/AE,15.46877575,50.75057823,51.44434,53.62423,55.12654,56.52756
10147911,487333253,76X6MGJQ+VFW-6-6-6-4,4.82E+14,RES,RES1-1SNB,W,1,5562,no_basement,1.5,1959,377837.784,188918.892,27000,48201_1245032,Bing,P,0,2,0,1,0,0.24,0.03,29.68223349,-95.46128704,A/AE,15.21534634,49.91911687,51.47031,53.62922,55.12636,56.52383
10149433,487334778,76X6MGHQ+4FH-2-3-4-4,4.82E+14,RES,RES1-1SNB,W,1,2636,no_basement,0.5,1961,295841.474,147920.737,27000,48201_1247597,Bing,P,0,3,0,2,0,0.24,0.03,29.67780157,-95.46126851,A/AE,15.30659199,50.21847926,51.45815,53.62965,55.12926,56.52881
10149434,487334779,76X6MGGQ+X32-3-3-3-3,4.82E+14,RES,RES1-2SNB,W,2,4046,no_basement,1.5,1961,392375.379,196187.689,27000,48201_1247598,Bing,P,0,4,1,2,1,0.24,0.03,29.67739803,-95.46234879,A/AE,15.32148933,50.26735507,51.44267,53.57867,55.08068,56.47511
10149436,487334781,76X6MGGQ+XG6-3-3-3-4,4.82E+14,RES,RES1-2SNB,W,2,4489,no_basement,1.5,1961,418450.468,209225.234,27000,48201_1247600,Bing,P,0,4,1,2,1,0.24,0.03,29.67741536,-95.46123737,A/AE,15.43720341,50.64699443,51.42973,53.61849,55.12367,56.52623
10149437,487334782,76X6MGGP+WP7-5-4-4-5,4.82E+14,RES,RES1-1SNB,W,1,3488,no_basement,0.5,1961,351945.004,175972.502,27000,48201_1247601,Bing,P,0,3,0,1,0,0.24,0.03,29.6772888,-95.46320495,A/AE,15.19584846,49.85514748,51.40479,53.50942,55.0181,56.40836
10149438,487334783,76X6MGGP+XFR-6-4-7-4,4.82E+14,RES,RES1-1SNB,W,1,3020,no_basement,0.5,1961,321750.86,160875.43,27000,48201_1247602,Bing,P,0,3,0,1,0,0.24,0.03,29.67749913,-95.46387436,A/AE,15.28985119,50.16355537,51.42346,53.51891,55.02585,56.41552
10149439,487334784,76X6MGGQ+X9H-4-3-4-4,4.82E+14,RES,RES1-2SNB,W,2,4268,no_basement,1.5,1961,405858.964,202929.482,27000,48201_1247605,Bing,P,0,3,1,2,1,0.24,0.03,29.67742907,-95.46152391,A/AE,15.43088341,50.62625952,51.47317,53.63445,55.1311,56.52888
10149440,487334785,76X6MGGP+VJR-4-4-4-4,4.82E+14,RES,RES1-1SWB,W,1,4234,basement,2,1961,515334.48,257667.24,27000,48201_1247606,Bing,P,0,4,1,2,1,0.24,0.03,29.67723256,-95.4634779,A/AE,15.17472935,49.78585903,51.38899,53.48053,54.992,56.38052
10149441,487334786,76X6MGGP+X8G-5-4-6-3,4.82E+14,RES,RES1-1SNB,W,1,3853,no_basement,0.5,1961,372851.473,186425.736,27000,48201_1247607,Bing,P,0,3,1,2,1,0.24,0.03,29.67744135,-95.4641633,A/AE,15.36359501,50.40549705,51.44383,53.54236,55.04657,56.43701
10149442,487334787,76X6MGHP+3WM-4-4-5-4,4.82E+14,RES,RES1-1SWB,W,1,3188,basement,2,1961,387920.009,193960.004,27000,48201_1247608,Bing,P,0,4,1,2,1,0.24,0.03,29.67770534,-95.46270544,A/AE,15.08650494,49.49640885,51.42408,53.54468,55.04997,56.44235
