OID_,fd_id,bid,cbfips,st_damcat,occtype,bldgtype,number_of_story,sqft,foundation,FFE,med_yr_blt,BRV,val_cont,val_vehic,ftprntid,ftprntsrc,source,students,pop2amu65,pop2amo65,pop2pmu65,pop2pmo65,o65disable,u65disable,y_column,x_column,flood_zone,grnd_elv_m,DEM,R10,R50,R100,R500
270153,487665363,76X6MFJ8+9VV-4-3-4-4,4.82E+14,RES,RES1-1SNB,W,1,1705,no_basement,0.5,1972,129240.346,64620.1734,27000,48201_1495371,Bing,P,0,3,1,2,1,0.24,0.03,29.680978,-95.532835,A/AE,18.79302597,61.65691132,62.4672,64.77643,65.41663,66.63226
270154,487665364,76X6MFJ8+VF2-4-4-4-3,4.82E+14,RES,RES1-1SNB,M,1,2030,no_basement,0.5,1972,170691.981,85345.9908,27000,48201_1495372,Bing,P,0,4,1,2,1,0.24,0.03,29.68213283,-95.53384493,A/AE,19.01700401,62.39174745,62.5018,64.80175,65.44156,66.65694
297828,487693060,76X6MFJC+693-3-3-3-2,4.82E+14,RES,RES1-1SNB,W,1,1616,no_basement,0.5,1972,124122.451,62061.2259,27000,48201_1519246,Bing,P,0,3,0,1,0,0.24,0.03,29.68052481,-95.52906435,A/AE,19.04998589,62.49995569,62.06148,64.53285,65.22788,66.42313
297829,487693061,76X6MFJ9+6XR-3-3-3-4,4.82E+14,RES,RES1-1SNB,W,1,1510,no_basement,0.5,1972,137567.583,68783.7918,27000,48201_1519248,Bing,P,0,3,1,2,1,0.24,0.03,29.680608,-95.5301205,A/AE,18.82935715,61.7761081,62.07022,64.54031,65.23438,66.42769
297830,487693062,76X6MFJ9+4R2-3-3-2-3,4.82E+14,RES,RES1-1SNB,C,1,2060,no_basement,0.5,1972,147869.848,73934.9244,27000,48201_1519249,Bing,P,0,3,1,1,1,0.24,0.03,29.68027491,-95.53048587,A/AE,18.73652267,61.47153305,62.07162,64.5415,65.23541,66.42841
297831,487693063,76X6MFJ9+2GW-7-4-7-6,4.82E+14,RES,RES1-1SNB,W,1,5514,no_basement,0.5,1972,312147.54,156073.77,27000,48201_1519250,Bing,P,0,3,1,2,1,0.24,0.03,29.68012274,-95.5311813,A/AE,18.67681122,61.27562932,62.07669,64.54583,65.23917,66.43106
297832,487693064,76X6MFJ9+7CH-3-4-4-4,4.82E+14,RES,RES1-1SNB,M,1,2224,no_basement,0.5,1972,155512.47,77756.2352,27000,48201_1519251,Bing,P,0,3,1,1,1,0.24,0.03,29.68067921,-95.5313941,A/AE,18.64603806,61.17466749,62.09046,64.55435,65.24684,66.43755
297833,487693065,76X6MFJC+398-2-3-2-3,4.82E+14,RES,RES1-1SWB,W,1,1833,basement,2,1972,175025.79,87512.8951,27000,48201_1519252,Bing,P,0,4,1,2,1,0.24,0.03,29.680165,-95.5290515,A/AE,18.75957298,61.54715742,62.05808,64.52995,65.22536,66.42136
297834,487693066,76X6MFJC+647-3-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,1594,no_basement,0.5,1972,142188.408,71094.2044,27000,48201_1519253,Bing,P,0,3,1,2,1,0.24,0.03,29.68053642,-95.52970975,A/AE,18.86181259,61.88258922,62.06615,64.53684,65.23135,66.42557
297835,487693067,76X6MFJC+379-2-3-2-3,4.82E+14,RES,RES1-2SNB,W,2,2319,no_basement,0.5,1972,189771.953,94885.9768,27000,48201_1519254,Bing,P,0,3,1,2,1,0.24,0.03,29.68016587,-95.52925737,A/AE,18.7683239,61.57586778,62.06004,64.53162,65.22681,66.42238
297836,487693068,76X6MFJ9+3JG-3-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,2151,no_basement,0.5,1972,152185.783,76092.8919,27000,48201_1519255,Bing,P,0,3,1,2,1,0.24,0.03,29.680176,-95.5309215,A/AE,18.75861359,61.5440098,62.07458,64.54403,65.23761,66.42996
297838,487693070,76X6MFJC+34P-5-4-4-2,4.82E+14,RES,RES1-1SNB,W,1,2302,no_basement,0.5,1972,158933.661,79466.8309,27000,48201_1519257,Bing,P,0,3,1,2,1,0.24,0.03,29.68021415,-95.52966242,A/AE,18.86101341,61.87996724,62.06479,64.53568,65.23034,66.42485
297839,487693071,76X6MFJ9+9FC-3-4-3-3,4.82E+14,RES,RES1-1SNB,W,1,1623,no_basement,0.5,1972,124531.481,62265.7409,27000,48201_1519258,Bing,P,0,3,1,1,1,0.24,0.03,29.68094397,-95.5313578,A/AE,18.69413757,61.33247432,62.24128,64.64267,65.3112,66.51436
297840,487693072,76X6MFJC+33M-2-2-3-3,4.82E+14,RES,RES1-2SNB,W,2,2430,no_basement,0.5,1972,173420.206,86710.1031,27000,48201_1519259,Bing,P,0,3,1,1,1,0.24,0.03,29.680206,-95.529842,A/AE,18.85814667,61.87056191,62.06564,64.53641,65.23097,66.4253
297841,487693073,76X6MFJ9+8JG-2-3-2-3,4.82E+14,RES,RES1-2SNB,W,2,1924,no_basement,0.5,1972,149435.002,74717.501,27000,48201_1519260,Bing,P,0,3,0,1,0,0.24,0.03,29.6808175,-95.5309345,A/AE,18.76268959,61.55738252,62.08137,64.54902,65.24202,66.43333
297842,487693074,76X6MFJ9+7MX-4-4-5-3,4.82E+14,RES,RES1-1SNB,W,1,2586,no_basement,0.5,1972,171133.954,85566.9773,27000,48201_1519261,Bing,P,0,3,1,1,1,0.24,0.03,29.68072868,-95.53075951,A/AE,18.82190704,61.7516655,62.07693,64.54604,65.23936,66.43118
297843,487693075,76X6MFJ9+3PV-3-3-2-3,4.82E+14,RES,RES1-1SNB,W,1,2326,no_basement,0.5,1972,159958.619,79979.3099,27000,48201_1519262,Bing,P,0,3,0,1,0,0.24,0.03,29.680242,-95.530707,A/AE,18.7325592,61.45852954,62.07334,64.54297,65.23669,66.42931
297845,487693077,76X6MFJ9+3XP-3-3-2-3,4.82E+14,RES,RES1-2SNB,W,2,2528,no_basement,0.5,1972,177609.149,88804.5749,27000,48201_1519264,Bing,P,0,3,0,1,0,0.24,0.03,29.68022455,-95.53005024,A/AE,18.7685318,61.57654987,62.06821,64.53859,65.23288,66.42664
297846,487693078,76X6MFJ9+7V3-3-3-2-3,4.82E+14,RES,RES1-2SNB,W,2,2536,no_basement,0.5,1972,177941.503,88970.7517,27000,48201_1519265,Bing,P,0,3,0,1,0,0.24,0.03,29.68064556,-95.53034023,A/AE,18.80589676,61.69913832,62.07341,64.54303,65.23674,66.42935
297847,487693079,76X6MFJ9+7QP-2-3-3-3,4.82E+14,RES,RES1-2SNB,W,2,2521,no_basement,0.5,1972,177317.151,88658.5758,27000,48201_1519266,Bing,P,0,3,1,2,1,0.24,0.03,29.68070798,-95.53053753,A/AE,18.89877319,62.00385104,62.07517,64.54453,65.23805,66.43027
297848,487693080,76X6MFJC+667-2-2-4-3,4.82E+14,RES,RES1-1SNB,W,1,1504,no_basement,0.5,1972,118516.884,59258.4422,27000,48201_1519267,Bing,P,0,3,0,1,0,0.24,0.03,29.68052767,-95.5294675,A/AE,18.93437958,62.12066989,62.06444,64.53539,65.23009,66.42467
297849,487693081,76X6MFJ9+4VQ-3-2-4-2,4.82E+14,RES,RES1-1SNB,W,1,1892,no_basement,0.5,1972,139409.325,69704.6628,27000,48201_1519268,Bing,P,0,4,1,2,1,0.24,0.03,29.68032961,-95.53026421,A/AE,18.77072334,61.58373997,62.07037,64.54044,65.23448,66.42776
297850,487693082,76X6MFJC+62G-3-3-4-3,4.82E+14,RES,RES1-1SNB,W,1,1672,no_basement,0.5,1972,147556.033,73778.0165,27000,48201_1519269,Bing,P,0,3,0,1,0,0.24,0.03,29.68056319,-95.52991767,A/AE,18.81687546,61.73515768,62.06846,64.53881,65.23306,66.42677
307940,487703131,76X6MFJ8+V6Q-4-4-4-3,4.82E+14,RES,RES1-1SNB,W,1,1446,no_basement,0.5,1972,115529.008,57764.5043,27000,48201_1528829,Bing,P,0,4,1,2,1,0.24,0.03,29.68221698,-95.53437632,A/AE,19.00734711,62.36006468,62.5451,64.83794,65.47965,66.7063
307949,487703140,76X6MFJ8+R5H-5-4-4-4,4.82E+14,RES,RES1-1SNB,M,1,2596,no_basement,0.5,1972,171550.793,85775.3965,27000,48201_1528839,Bing,P,0,3,1,2,1,0.24,0.03,29.6820705,-95.534527,A/AE,18.77407455,61.59473476,62.55126,64.8432,65.48525,66.71379
308086,487703277,76X6MFJ9+H8M-3-4-3-3,4.82E+14,RES,RES1-1SNB,W,1,2084,no_basement,0.5,1972,149026.323,74513.1615,27000,48201_1529095,Bing,P,0,3,1,1,1,0.24,0.03,29.68145842,-95.53169283,A/AE,18.95119286,62.17583157,62.44887,64.76346,65.40393,66.61976
308099,487703290,76X6MFJ8+XHV-5-3-4-4,4.82E+14,RES,RES1-1SNB,W,1,2086,no_basement,0.5,1972,149122.107,74561.0536,27000,48201_1529109,Bing,P,0,3,0,1,0,0.24,0.03,29.68249184,-95.53358827,A/AE,19.10388947,62.67680471,62.50326,64.80283,65.44262,66.65799
309512,487704730,76X6MFH8+H4P-4-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,1537,no_basement,0.5,1972,120160.216,60080.108,27000,48201_1529477,Bing,P,0,3,1,1,1,0.24,0.03,29.6789682,-95.5346664,A/AE,18.91562653,62.05914413,62.47462,64.78186,65.42198,66.63755
309513,487704731,76X6MFH7+MV9-3-3-4-3,4.82E+14,RES,RES1-1SNB,W,1,2055,no_basement,0.5,1972,147627.274,73813.6374,27000,48201_1529478,Bing,P,0,3,1,1,1,0.24,0.03,29.67915472,-95.53526942,A/AE,18.99375725,62.31547853,62.48527,64.78966,65.42966,66.64515
309517,487704735,76X6MFH7+JXP-3-4-4-3,4.82E+14,RES,RES1-1SNB,W,1,1552,no_basement,0.5,1972,120893.598,60446.7993,27000,48201_1529482,Bing,P,0,3,0,1,0,0.24,0.03,29.67907828,-95.53503385,A/AE,18.9492588,62.16948626,62.48052,64.78618,65.42623,66.64176
309530,487704748,76X6MFH8+H62-5-3-4-3,4.82E+14,RES,RES1-1SNB,W,1,1775,no_basement,0.5,1972,133139.643,66569.8218,27000,48201_1529496,Bing,P,0,3,0,1,0,0.24,0.03,29.67889694,-95.53448515,A/AE,18.92589378,62.09282936,62.47229,64.78015,65.4203,66.63589
309531,487704749,76X6MFH8+J32-3-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,1570,no_basement,0.5,1972,121762.449,60881.2245,27000,48201_1529497,Bing,P,0,4,1,2,1,0.24,0.03,29.67901484,-95.53485996,A/AE,19.12124443,62.73374358,62.47698,64.78358,65.42368,66.63924
309533,487704755,76X6MFH7+PQQ-3-2-3-2,4.82E+14,RES,RES1-2SWB,W,2,2621,basement,2,1972,209965.193,104982.596,27000,48201_1529498,Bing,P,0,3,0,1,0,0.24,0.03,29.6793365,-95.5355195,A/AE,19.06386948,62.54550553,62.48999,64.79311,65.43306,66.64852
316534,487712203,76X6MFJ8+P35-4-3-4-3,4.82E+14,RES,RES1-1SNB,M,1,2485,no_basement,0.5,1972,166818.112,83409.056,27000,48201_1534937,Bing,P,0,6,1,3,1,0.24,0.03,29.681767,-95.534766,A/AE,18.48131371,60.63423326,62.52741,64.82282,65.46358,66.68476
316535,487712204,76X6MFJ8+343-5-4-4-4,4.82E+14,RES,RES1-1SNB,W,1,2008,no_basement,0.5,1972,169508.998,84754.4993,27000,48201_1534939,Bing,P,0,6,1,3,1,0.24,0.03,29.68014765,-95.53469941,A/AE,18.629879,61.12165221,62.4875,64.79129,65.43125,66.64674
316536,487712205,76X6MFJ8+425-5-4-4-3,4.82E+14,RES,RES1-1SNB,W,1,1738,no_basement,0.5,1972,131092.411,65546.2055,27000,48201_1534940,Bing,P,0,6,1,3,1,0.24,0.03,29.68026927,-95.5348795,A/AE,18.60487175,61.03960743,62.49194,64.79454,65.43446,66.6499
316537,487712206,76X6MFH8+WRW-2-3-2-3,4.82E+14,RES,RES1-1SNB,W,1,1772,no_basement,0.5,1972,132974.806,66487.4033,27000,48201_1534941,Bing,P,0,7,2,4,2,0.24,0.03,29.6798622,-95.5329091,A/AE,18.75078201,61.51831566,62.45552,64.76788,65.40823,66.62393
316538,487712207,76X6MFJ8+262-5-4-5-5,4.82E+14,RES,RES1-1SNB,W,1,2338,no_basement,0.5,1972,160466.207,80233.1039,27000,48201_1534942,Bing,P,0,6,1,3,1,0.24,0.03,29.68001441,-95.53449627,A/AE,18.47426033,60.61109226,62.48301,64.788,65.42802,66.64353
316539,487712208,76X6MFH8+X94-3-3-5-4,4.82E+14,RES,RES1-1SNB,W,1,2087,no_basement,0.5,1972,173689.005,86844.5027,27000,48201_1534943,Bing,P,0,7,1,3,1,0.24,0.03,29.67988118,-95.53404914,A/AE,18.35811424,60.23003553,62.47572,64.78267,65.42278,66.63834
316540,487712209,76X6MFJ7+CR7-1-2-2-3,4.82E+14,RES,RES1-3SNB,S,2,2669,no_basement,0.5,1972,183254.559,91627.2797,27000,48201_1534949,ORNL,P,0,7,2,4,2,0.24,0.03,29.68102502,-95.53546306,A/AE,18.13874817,59.51033054,62.53434,64.82874,65.46988,66.6932
1122892,488518278,76X6PPH9+739-3-2-3-3,4.82E+14,RES,RES1-1SNB,C,1,1376,no_basement,1.5,1948,112003.141,56001.5708,27000,48201_2162235,NGA,P,0,4,1,2,1,0.24,0.03,29.72816969,-95.28227364,A/AE,2.868103504,9.409788701,10.87835,13.43535,14.61502,17.48314
1122893,488518279,76X6PPH9+82M-2-3-2-4,4.82E+14,RES,RES1-1SNB,C,1,976,no_basement,1.5,1948,91673.0565,45836.5282,27000,48201_2162238,NGA,P,0,3,0,2,0,0.24,0.03,29.72834163,-95.28245678,A/AE,3.032799482,9.950129854,10.88412,13.43878,14.61683,17.48055
1177981,488573367,76X6PJ34+WR3-3-3-3-2,4.82E+14,RES,RES1-3SNB,W,2,2501,no_basement,0.5,1995,287377.632,143688.816,27000,48201_2206173,NGA,P,0,2,1,1,1,0.24,0.03,29.70476214,-95.39293779,A/AE,12.53722191,41.13261913,36.68826,39.75938,41.72928,44.67667
1229995,488625422,76X6MGGJ+JRM-4-3-4-4,4.82E+14,RES,RES1-1SNB,W,1,2779,no_basement,0.5,1967,305141.544,152570.772,27000,48201_2242315,Bing,P,0,2,0,1,0,0.24,0.03,29.67658819,-95.46796482,A/AE,15.69746017,51.50085524,52.58312,54.59208,55.81903,57.19102
1229996,488625424,76X6MGGJ+HQ3-5-5-5-5,4.82E+14,RES,RES1-1SNB,W,1,2562,no_basement,0.5,1967,290756.138,145378.069,27000,48201_2242317,Bing,P,0,3,1,2,1,0.24,0.03,29.67638707,-95.46806441,A/AE,15.62217331,51.25385108,52.60652,54.61642,55.83982,57.2108
1229997,488625426,76X6MGFJ+WFW-6-4-6-4,4.82E+14,RES,RES1-1SNB,W,1,2446,no_basement,0.5,1967,282410.223,141205.111,27000,48201_2242319,Bing,P,0,3,1,2,1,0.24,0.03,29.67485385,-95.46880069,A/AE,15.96251774,52.3704667,52.59788,54.5781,55.80521,57.1743
1230020,488625428,76X6MGGJ+399-5-6-5-5,4.82E+14,RES,RES1-1SNB,W,1,4414,no_basement,0.5,1967,357723.254,178861.627,27000,48201_2242320,Bing,P,0,2,0,1,0,0.24,0.03,29.67517195,-95.46901255,A/AE,15.99520683,52.47771439,52.57839,54.54793,55.77879,57.14798
1230021,488625430,76X6MGGJ+5MJ-3-2-4-3,4.82E+14,RES,RES1-2SNB,W,2,2678,no_basement,0.5,1967,297856.677,148928.338,27000,48201_2242321,Bing,P,0,2,0,1,0,0.24,0.03,29.67545119,-95.46836983,A/AE,15.64580345,51.3313778,52.64284,54.64772,55.86615,57.23504
1230023,488625432,76X6MGGJ+3HX-5-5-4-7,4.82E+14,RES,RES1-1SNB,W,1,2746,no_basement,0.5,1967,303057.023,151528.511,27000,48201_2242322,Bing,P,0,3,1,2,1,0.24,0.03,29.67524399,-95.46852099,A/AE,15.94094276,52.29968266,52.63145,54.63008,55.85071,57.21965
1230025,488625436,76X6MGGJ+PQQ-3-6-3-5,4.82E+14,RES,RES1-1SNB,W,1,2947,no_basement,0.5,1967,316815.104,158407.552,27000,48201_2242324,Bing,P,0,2,0,1,0,0.24,0.03,29.67684354,-95.46801022,A/AE,15.51786709,50.91163906,52.60041,54.61007,55.8344,57.20564
1230026,488625438,76X6MGGJ+2H6-4-3-5-4,4.82E+14,RES,RES1-1SNB,W,1,2297,no_basement,0.5,1967,272805.256,136402.628,27000,48201_2242326,Bing,P,0,2,0,1,0,0.24,0.03,29.67503,-95.46862,A/AE,15.97009277,52.39531917,52.62006,54.61245,55.83527,57.20426
1230027,488625439,76X6MGFJ+X86-5-6-6-5,4.82E+14,RES,RES1-1SNB,W,1,2834,no_basement,0.5,1967,308897.197,154448.598,27000,48201_2242327,Bing,P,0,2,0,1,0,0.24,0.03,29.67490286,-95.46923081,A/AE,15.93758678,52.28867223,52.54383,54.49442,55.73195,57.1013
1230028,488625440,76X6MGGJ+GJ7-5-5-4-4,4.82E+14,RES,RES1-1SNB,M,1,4497,no_basement,0.5,1967,351771.969,175885.984,27000,48201_2242328,Bing,P,0,3,1,2,1,0.24,0.03,29.67628864,-95.46844302,A/AE,15.78986073,51.80400666,52.63871,54.64133,55.86055,57.22946
1230029,488625441,76X6MGGJ+5F7-6-5-7-5,4.82E+14,RES,RES1-1SNB,W,1,3991,no_basement,1.5,1967,379969.931,189984.965,27000,48201_2242329,Bing,P,0,3,1,1,1,0.24,0.03,29.67541047,-95.46883255,A/AE,15.93632317,52.2845265,52.59193,54.5689,55.79715,57.16628
1230030,488625442,76X6MGGJ+9PF-5-4-5-5,4.82E+14,RES,RES1-1SNB,W,1,2704,no_basement,0.5,1967,300350.499,150175.249,27000,48201_2242331,Bing,P,0,3,1,2,1,0.24,0.03,29.6759349,-95.46820681,A/AE,15.76655865,51.72755627,52.65322,54.66499,55.88132,57.25025
1230031,488625443,76X6MGGJ+JJH-4-5-4-4,4.82E+14,RES,RES1-1SNB,W,1,3893,no_basement,1.5,1967,374959.176,187479.588,27000,48201_2242332,Bing,P,0,2,0,1,0,0.24,0.03,29.67656895,-95.46837829,A/AE,15.6039257,51.19398361,52.65071,54.65991,55.87682,57.24567
1230032,488625444,76X6MGGJ+FQ6-5-4-5-5,4.82E+14,RES,RES1-1SNB,M,1,2694,no_basement,0.5,1967,299697.257,149848.628,27000,48201_2242333,Bing,P,0,2,0,1,0,0.24,0.03,29.67615425,-95.46811026,A/AE,15.82485199,51.9188074,52.6289,54.6397,55.85971,57.22971
1230033,488625445,76X6MGGJ+PM7-5-4-4-4,4.82E+14,RES,RES1-1SNB,W,1,3436,no_basement,0.5,1967,348721.041,174360.52,27000,48201_2242334,Bing,P,0,3,0,1,0,0.24,0.03,29.67678643,-95.46834064,A/AE,15.58272743,51.12443547,52.65252,54.66272,55.87928,57.24812
1230034,488625446,76X6MGGJ+7MH-4-3-4-3,4.82E+14,RES,RES1-1SNB,W,1,2409,no_basement,0.5,1967,279652.024,139826.012,27000,48201_2242336,Bing,P,0,3,1,2,1,0.24,0.03,29.67567511,-95.46826231,A/AE,15.66332626,51.38886734,52.65483,54.6663,55.88242,57.25124
1230035,488625447,76X6MGGJ+7GF-6-4-5-4,4.82E+14,RES,RES1-1SNB,W,1,4294,no_basement,0.5,1967,365500.11,182750.055,27000,48201_2242337,Bing,P,0,2,0,1,0,0.24,0.03,29.67569142,-95.46869135,A/AE,15.77747154,51.76335974,52.61411,54.60324,55.82721,57.19623
1233306,488628702,76X6MGHH+WMW-4-4-4-3,4.82E+14,RES,RES1-1SNB,W,1,2745,no_basement,0.5,1961,302993.278,151496.639,27000,48201_2244348,Bing,P,0,3,0,1,0,0.24,0.03,29.67986543,-95.47079023,A/AE,15.83799839,51.96193864,52.57844,54.49623,55.72296,57.08298
1233308,488628704,76X6MGHH+VFW-6-4-7-3,4.82E+14,RES,RES1-1SNB,C,1,3447,no_basement,1.5,1961,349408.14,174704.07,27000,48201_2244352,Bing,P,0,3,1,1,1,0.24,0.03,29.67972821,-95.47128848,A/AE,15.81532478,51.88755016,52.64399,54.56086,55.772,57.12518
1233309,488628705,76X6MGHH+WH8-5-4-7-3,4.82E+14,RES,RES1-1SNB,M,1,3226,no_basement,0.5,1961,335078.258,167539.129,27000,48201_2244353,Bing,P,0,3,0,1,0,0.24,0.03,29.67978602,-95.47104858,A/AE,15.88934994,52.13041485,52.60494,54.52236,55.74279,57.10004
1233312,488628708,76X6MGHH+V9P-5-4-7-3,4.82E+14,RES,RES1-1SNB,W,1,3074,no_basement,0.5,1961,325311.38,162655.69,27000,48201_2244357,Bing,P,0,3,0,1,0,0.24,0.03,29.67970903,-95.47154222,A/AE,15.82105732,51.9063577,52.67049,54.58699,55.79182,57.14225
1233313,488628709,76X6MGHH+XQG-3-3-3-3,4.82E+14,RES,RES1-2SNB,W,2,5262,no_basement,1.5,1961,460555.081,230277.54,27000,48201_2244358,Bing,P,0,3,1,1,1,0.24,0.03,29.67992972,-95.4705378,A/AE,15.83909512,51.96553682,52.5391,54.45745,55.69353,57.05766
1233315,488628711,76X6MGHH+M8Q-5-3-5-4,4.82E+14,RES,RES1-1SNB,W,1,3775,no_basement,0.5,1961,368637.243,184318.621,27000,48201_2244360,Bing,P,0,3,1,1,1,0.24,0.03,29.67921485,-95.4716528,A/AE,15.78944302,51.80263622,52.68586,54.60215,55.80333,57.15215
1233316,488628712,76X6MGJH+2X3-3-3-4-3,4.82E+14,RES,RES1-3SNB,W,2,2993,no_basement,0.5,1961,339183.736,169591.868,27000,48201_2244361,Bing,P,0,3,0,1,0,0.24,0.03,29.68000034,-95.47008361,A/AE,15.95230103,52.3369473,52.48733,54.40641,55.6548,57.02432
1233318,488628714,76X6MGHH+PF6-8-4-6-4,4.82E+14,RES,RES1-1SWB,W,1,2861,basement,2,1961,360487.862,180243.931,27000,48201_2244362,Bing,P,0,3,0,1,0,0.24,0.03,29.67929437,-95.47137163,A/AE,16.03660202,52.61352537,52.64635,54.56319,55.77377,57.1267
1233319,488628715,76X6MGHH+PMW-4-4-5-3,4.82E+14,RES,RES1-1SNB,W,1,3060,no_basement,0.5,1961,324395.679,162197.839,27000,48201_2244363,Bing,P,0,3,1,1,1,0.24,0.03,29.67935138,-95.47079369,A/AE,15.84720993,51.99216023,52.5808,54.49856,55.72472,57.0845
1233320,488628716,76X6MGHH+XV4-6-3-7-3,4.82E+14,RES,RES1-1SWB,W,1,3795,basement,2,1961,511557.821,255778.91,27000,48201_2244364,Bing,P,0,3,1,1,1,0.24,0.03,29.6798891,-95.47030944,A/AE,15.81591034,51.88947128,52.51341,54.43213,55.67432,57.04112
1237115,488632539,76X6MGGG+8HC-5-5-5-6,4.82E+14,RES,RES1-1SNB,M,1,3357,no_basement,0.5,1967,343705.928,171852.964,27000,48201_2245879,Bing,P,0,3,1,2,1,0.24,0.03,29.67582204,-95.47361217,A/AE,16.03555298,52.61008363,52.89535,54.80249,55.95908,57.29134
1237151,488632565,76X6MGGG+C99-4-5-6-4,4.82E+14,RES,RES1-1SNB,W,1,3812,no_basement,0.5,1967,370653.476,185326.738,27000,48201_2245894,Bing,P,0,3,1,2,1,0.24,0.03,29.67602531,-95.47401111,A/AE,15.92965603,52.26265269,52.90581,54.80956,55.96639,57.30035
1237154,488632571,76X6MGGG+59Q-3-3-4-2,4.82E+14,RES,RES1-2SNB,M,2,4385,no_basement,0.5,1967,412628.379,206314.189,27000,48201_2245896,Bing,P,0,3,1,2,1,0.24,0.03,29.6754639,-95.47400101,A/AE,16.01694679,52.54903972,52.90629,54.80988,55.96673,57.30075
1237155,488632573,76X6MGGG+79X-3-2-4-3,4.82E+14,RES,RES1-2SNB,W,2,3440,no_basement,0.5,1967,349490.515,174745.257,27000,48201_2245897,Bing,P,0,2,0,1,0,0.24,0.03,29.67573342,-95.47403022,A/AE,16.00007248,52.49367779,52.90605,54.80972,55.96656,57.30055
1237156,488632575,76X6MGGG+CGP-3-4-4-4,4.82E+14,RES,RES1-1SNB,W,1,3824,no_basement,1.5,1967,371300.732,185650.366,27000,48201_2245898,Bing,P,0,2,0,1,0,0.24,0.03,29.67608642,-95.47368742,A/AE,15.89257908,52.14100914,52.89676,54.80344,55.96006,57.29255
1237159,488632581,76X6MGGG+7J4-4-5-5-7,4.82E+14,RES,RES1-1SNB,W,1,4065,no_basement,0.5,1967,377626.345,188813.172,27000,48201_2245902,Bing,P,0,3,1,2,1,0.24,0.03,29.67562824,-95.47343163,A/AE,16.03123474,52.59591619,52.89148,54.79988,55.95637,57.28801
1237795,488633207,76X6MGGG+952-4-4-4-5,4.82E+14,RES,RES1-2SNB,W,2,4700,no_basement,1.5,1967,429698.205,214849.102,27000,48201_2246690,Bing,P,0,2,0,1,0,0.24,0.03,29.67589079,-95.47459988,A/AE,15.95540428,52.34712858,52.92383,54.82174,55.979,57.31585
1237802,488633221,76X6MGGG+75F-3-4-3-4,4.82E+14,RES,RES1-2SWB,W,2,4832,basement,2,1967,480408.34,240204.17,27000,48201_2246698,Bing,P,0,3,1,2,1,0.24,0.03,29.67569172,-95.47458425,A/AE,15.93683624,52.28620982,52.92108,54.81988,55.97708,57.31348
1239783,488635200,76X6PG2C+GJW-3-3-4-4,4.82E+14,RES,RES1-2SNB,C,2,3766,no_basement,1.5,1970,233574.535,116787.267,27000,48201_2247886,Bing,P,0,5,1,3,1,0.24,0.03,29.701351,-95.4784345,A/AE,16.5460434,54.28492102,54.53233,56.01303,56.82743,58.32585
1239786,488635203,76X6PG2C+HM9-4-4-4-4,4.82E+14,RES,RES1-2SNB,W,2,3978,no_basement,1.5,1970,243540.431,121770.215,27000,48201_2247889,Bing,P,0,5,1,3,1,0.24,0.03,29.701421,-95.478263,A/AE,16.47982979,54.06768476,54.52279,56.00422,56.81979,58.31944
1239789,488635206,76X6PG2C+HQR-3-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,1048,no_basement,0.5,1970,95588.1135,47794.0567,27000,48201_2247892,Bing,P,0,5,1,3,1,0.24,0.03,29.70149277,-95.47810587,A/AE,16.5594101,54.32877502,54.51788,55.99967,56.81586,58.31614
1239793,488635210,76X6PG2C+JRG-4-3-3-3,4.82E+14,RES,RES1-1SNB,W,1,1169,no_basement,0.5,1970,101820.07,50910.0353,27000,48201_2247896,Bing,P,0,4,1,2,1,0.24,0.03,29.70156983,-95.47792511,A/AE,16.63082886,54.56308855,54.50921,55.99175,56.80909,58.31058
1243913,488639304,76X6MGVC+M8V-2-1-1-2,4.82E+14,RES,RES1-3SNB,S,2,4673,no_basement,0.5,1995,439442.588,219721.294,27000,48201_2248938,Bing,P,0,2,1,1,1,0.24,0.03,29.694248,-95.4792095,A/AE,16.57622147,54.38393043,54.57485,56.0594,56.87028,58.36454
1243914,488639305,76X6MGVC+QJH-2-2-2-2,4.82E+14,RES,RES1-2SNB,W,2,2240,no_basement,0.5,1995,270182.169,135091.084,27000,48201_2248939,Bing,P,0,2,0,1,0,0.24,0.03,29.694441,-95.478388,A/AE,16.50008583,54.1341416,54.54136,56.02207,56.83551,58.3329
1243918,488639309,76X6MGVC+QVG-3-4-3-4,4.82E+14,RES,RES1-1SNB,C,1,2078,no_basement,0.5,1995,257959.142,128979.571,27000,48201_2248944,Bing,P,0,2,0,1,0,0.24,0.03,29.69443761,-95.47778441,A/AE,16.51833725,54.19402158,54.51416,55.99624,56.81288,58.31364
1243920,488639311,76X6MGVC+HF5-7-5-6-5,4.82E+14,RES,RES1-2SNB,W,2,11027,no_basement,1.5,1995,832317.96,416158.98,27000,48201_2248946,Bing,P,0,2,0,1,0,0.24,0.03,29.69387987,-95.47876867,A/AE,16.54837227,54.29256167,54.55945,56.04224,56.85429,58.34999
